Title/Subtitle,Checkouts - Local Patrons,Checkouts - Visiting Patrons
"Sarah, plain and tall",44,1
Sarah the Sunday fairy,54,0
Sarah's incredible idea,8,0
Sarah's secret plan,0,0
Saraí en primer plano,1,0
Saraí y el significado de lo genial,4,1
Saraí y la feria alrededor del mundo,0,0
Sasquatch,0,0
The Sasquatch,1,0
The sasquatch escape,2,0
The sasquatch escape,30,1
Satchel Paige,1,0
Saturday,15,1
Saturday night at the dinosaur stomp,11,1
The Saturdays,0,0
Saturn,29,0
Saturno : Saturn,72,0
Saudi Arabia,6,1
Save me a seat,35,1
"Save, spend, or donate? : a book about managing money",10,1
Save the Earth!,16,0
Save the macaws,0,0
Save the panda,15,0
Save the white whale!,93,0
Saving American Beach : the biography of African American environmentalist MaVynee Betsch,8,0
Saving Audie : a pit bull puppy gets a second chance,9,0
Saving energy,8,0
Saving Fiona : the story of the world's most famous baby hippo,4,0
Saving Kabul Corner,1,0
Saving Lilly,0,0
Saving Shiloh,1,0
Saving Sorya : Chang and the sun bear,0,0
Saving Sweetness,4,0
Saving the Liberty Bell,1,0
Saving the sun dragon,52,2
Saving Winslow,5,0
Savvy,8,0
"Say ""cheese""",0,0
Say Cheese and Die!,39,0
"Say cheese, Medusa!",14,0
Say hello!,1,0
Say hello to Zorro!,17,0
Say hola to Spanish,1,0
Say what?,1,0
Saying good-bye : a special farewell to Mama Nkwelle,0,0
Saying good-bye to Uncle Joe : what to expect when someone you love dies,2,1
Scar Island,40,3
The scarecrow and his servant,2,0
The scarecrow walks at midnight,12,0
Scared silly! : a book for the brave,2,0
Scared stiff,2,0
Scaredy squirrel,86,5
Scaredy Squirrel at night,46,0
Scaredy Squirrel at the beach,52,0
Scaredy Squirrel goes camping,28,1
Scaredy Squirrel has a birthday party,52,3
Scaredy squirrel makes a friend,45,1
Scaredy Squirrel prepares for Christmas,50,1
Scaredy Squirrel prepares for Halloween : a safety guide for scardies,40,0
Scary Godmother,48,3
The scary Scooby,45,0
Scary stories for young foxes,3,0
Scary stories to tell in the dark,69,0
Scat,10,0
Scepter of the ancients,6,0
The Schernoff discoveries,1,0
The schnoz of doom,2,0
Scholastic 2013 book of world records,43,0
Scholastic atlas of exploration,1,0
Scholastic atlas of the United States,2,0
Scholastic atlas of weather,5,0
Scholastic book of firsts,8,0
Scholastic book of lists.,1,1
Scholastic book of lists,2,1
Scholastic book of world records 2006.,24,0
Scholastic children's dictionary,0,0
Scholastic dictionary of idioms,0,1
Scholastic encyclopedia of the United States at war,0,0
Scholastic first dictionary,3,0
"Scholastic kid's almanac : facts, figures, and stats",33,0
The Scholastic rhyming dictionary,0,0
Scholastic science dictionary,1,0
Scholastic treasury of quotations for children,0,0
Scholastic visual dictionary,5,0
Scholastic year in sports 2019,5,1
Scholastic's the magic school bus gets all dried up : a book about deserts,8,1
Scholastic's the magic school bus gets baked in a cake : a book about kitchen chemistry,12,1
Scholastic's The magic school bus gets eaten : a book about food chains,5,0
Schomburg : the man who built a library,0,0
School bus,0,0
The school bus driver from the black lagoon,8,1
School days according to Humphrey,20,0
School. Hasn't this gone on long enough?,70,0
School in many cultures,29,2
School is wherever I am,3,0
School jokes,40,0
A school like mine : a unique celebration of schools around the world,0,0
School of Fear,6,0
School of mischief,6,0
School rules for Diva Duck,49,0
The school story,5,0
School Trip,9,0
School-tripped,7,1
Schooled,13,0
Schoolhouse mystery,1,0
"Schoolyard rhymes : kids' own rhymes for rope skipping, hand clapping, ball bouncing, and just plain fun",2,0
The science book of electricity,4,0
The science book of light,3,0
The science book of weather,7,0
Science encyclopedia,17,0
"Science fair : a story of mystery, danger, international suspense, and a very nervous frog",4,0
Science fair bunnies,0,0
Science fair flop,16,0
Science sensations,0,0
Science verse,2,0
"Scientific progress goes ""boink"" : a Calvin and Hobbes collection",37,2
Scientists who study the earth,8,0
Scooby-Doo! and the bowling boogeyman,12,0
Scooby-Doo! and the cactus creature,30,0
Scooby-Doo! and the cupcake caper,4,0
Scooby-Doo! and the fantastic puppet factory,16,4
Scooby-doo! and the farmyard fright,17,0
Scooby-Doo! and the ghastly giant,84,3
Scooby-Doo! and the groovy ghost,36,0
Scooby-Doo! and the gruesome goblin,33,0
Scooby-Doo! and the Halloween hotel haunt : a glow in the dark mystery!,1,0
Scooby-Doo! and the haunted diner,49,3
Scooby-Doo! and the monster menace,40,0
Scooby-Doo and the Mummy's Curse.,26,1
Scooby-Doo! and the phony fortune-teller,13,0
Scooby-Doo! and the seashore slimer,20,0
Scooby-Doo! and the snow monster,19,0
Scooby-Doo : and the spooky strikeout,18,0
Scooby-Doo and the tiki's curse,71,4
Scooby-Doo! and the toy store terror,32,0
Scooby-Doo! and the witching hour,107,5
Scooby-doo! and the zombie's treasure,12,1
Scooby-Doo! and you : the case of the bigfoot beast,11,0
Scooby-doo! and you : the case of the glowing alien,9,0
Scooby-Doo! and You: The Case of the Leaping Lion,9,0
Scooby-doo! and you : the case of the lost lumberjack,10,0
Scooby-doo! and you : the case of the seaweed monster,18,1
Scooby-Doo! and You: The Case of the Theater Phantom,13,1
Scooby-doo! and you : the case of the wrestler's ghost,8,1
"Scooby-Doo! comic storybook. #2, A merry scary holiday",53,3
Scooby-doo! Fall Fright,42,1
Scooby-Doo! : football fright,38,0
Scooby-Doo! Haunted road trip : the haunted road trip,134,5
Scooby-doo! in jungle jeopardy,88,6
Scooby-Doo! museum madness,32,5
Scooby-Doo Mystery Incorporated : beware the beast from below,65,5
Scooby-Doo pirates ahoy,46,0
Scooby-Doo! : read all about it!,64,3
Scooby-Doo! : shiny spooky knights,74,1
Scooby-Doo! : the big bad blizzard,39,0
Scooby-Doo! : the mixed-up museum,40,2
Scooby-Doo! : the night of the undead!,49,2
Scooby-Doo! : the school play surprise,53,2
Scooby-Doo! : Valentine's Day dognapping,80,2
Scooby-Dooby-Doo's double reader,45,0
Scorpia,4,0
Scorpions,36,1
Scrambled eggs super!,24,3
The scrambled states of America,6,0
Screaming eagles,2,0
The screaming staircase,60,2
The screw driver,0,0
The Scroobious Pip,0,0
Sea and cedar : how the Northwest coast Indians lived,1,0
Sea animals,1,0
Sea animals,4,0
Sea creatures,33,2
Sea horses,6,0
Sea horses,8,0
Sea lions,3,0
Sea Monkey & Bob,9,1
Sea monsters : a nonfiction companion to Dark day in the deep sea,3,0
Sea monsters don't ride motorcycles,7,0
A sea of grass : the tallgrass prairie,2,0
Sea of ice : the wreck of the Endurance,0,0
The sea of monsters,85,0
The Sea of Trolls,5,0
Sea otter,15,1
Sea otters,1,0
Sea queens : women pirates around the world,0,0
The sea serpent and me,6,2
The sea serpent's daughter : a Brazilian legend,4,0
Sea serpents don't juggle water balloons,12,0
Sea stars,13,1
Sea turtles,7,1
Sea turtles,17,0
Sea turtles in danger,7,1
Seababy : a little otter returns home,26,0
Seabirds,0,0
Seabirds,0,1
The seal : furry swimmer,8,1
Seals,1,0
Seals,2,1
Seals,3,0
Seals & sea lions,8,2
Seaman : the dog who explored the West with Lewis and Clark,0,0
Seaman's journal : on the trail with Lewis and Clark,6,0
The search for Snout,0,0
The search for sunken treasure,72,1
Search For The Dragon Ship,12,0
The search for the giant arctic jellyfish,0,0
Search for the lightning dragon,28,1
The search for the ten-winged dragon,9,1
Search of the moon king's daughter : a novel,2,0
Searching for dragons,0,0
Searching for stormy weather with a scientist,3,0
Seashore,3,1
Seashore animals,2,0
The season of Styx Malone,1,0
The season of Styx Malone,3,0
Season of the sandstorms,69,0
The seasons,0,0
Seasons,2,0
Seattle,2,0
Seattle,11,0
Seattle ABC : a Larry gets lost book,0,0
Seattle : city by the sound,4,0
The Seattle Mariners,3,0
Seattle Mariners,4,0
The Seattle Seahawks,33,1
Seattle Seahawks,35,0
Seattle Seahawks,39,0
Seattle Seahawks,52,1
The Seattle Seahawks,63,1
The Seattle Space Needle,7,1
Seattle then & now,10,0
Second-grade friends,4,0
The second jungle book,0,0
The second Mrs. Giaconda,8,0
The secret battle of Evan Pao,0,0
The secret birthday message.,0,0
the Secret Chicken Club.,0,0
The Secret Chicken Society,3,0
Secret coders,52,1
The Secret Explorers and the Jurassic rescue,1,0
The Secret Explorers and the lost whales,0,0
The Secret Explorers and the tomb robbers,1,0
The secret garden,4,0
The secret garden,42,0
The secret in the old lace,4,0
The secret in the spooky woods,1,0
The secret knowledge of grown-ups,4,0
The secret knowledge of grown-ups : the second file,1,0
The secret life of squirrels,14,1
The secret life of the red fox,1,0
The secret life of trees,0,0
The secret life of Walter Kitty,7,0
The secret message,4,0
The secret of Cacklefur Castle,96,1
The secret of Foghorn Island,1,0
The secret of Mirror Bay,5,1
The secret of platform 13,1,0
The secret of Robber's Cave,3,0
The Secret of Shadow Ranch,6,1
The secret of the fairies,112,2
The secret of the Fortune Wookiee : an Origami Yoda book,92,1
The secret of the junkyard shadow,2,0
The secret of the old clock,8,1
The secret of the old mill,0,0
The secret of the snow,71,3
The secret of the unicorn,11,0
Secret of the water dragon,15,0
The secret Olivia told me,7,0
Secret origins,1,0
The secret promise,18,0
The secret room,13,1
The secret santa.,0,1
The secret school,5,0
Secret schools : true stories of the determination to learn,0,0
The secret science project that almost ate the school,4,0
The secret shortcut,3,0
The secret voice of Gina Zhang,0,0
The Secret world of animals.,0,0
The secret world of teddy bears : a rare and privileged glimpse into the lives they lead when you're not there,0,0
El secreto de Fortune Wookiee,2,0
El secreto en la caja de fósforos,5,1
Secrets at sea : a novel,9,0
Secrets can kill,1,0
Secrets in the fire,0,0
"Secrets, lies, gizmos, and spies : a history of spies and espionage",11,0
Secrets of a wildlife watcher,1,0
Secrets of New Forest Academy,40,0
Secrets of the Dragon Sanctuary,11,0
Secrets of the mummies : uncovering the bodies of ancient Egyptians,1,0
Secrets of the rain forest,1,0
Secrets of the seashore,2,0
Secrets of the sky caves : danger and discovery on Nepal's Mustang Cliffs,0,0
Secrets on 26th Street,2,0
Sector 7,2,0
Sedimentary rocks,7,1
See for yourself : more than 100 experiments for science fairs and projects,3,0
See inside a castle,0,0
See inside an ancient Chinese town,0,0
See me grow,12,0
See me run,21,0
See Otto,5,0
See Pip flap,4,0
See the cat : three stories about a dog,0,0
See the dog : three stories about a cat,3,1
See what a seal can do,6,0
"See you around, Sam!",0,0
"See you later, gladiator",0,0
Seedfolks,0,0
Seeds,9,0
Seeds and seedlings,4,0
Seeds of change : planting a path to peace,0,0
"Seeds of hope : the Gold Rush diary of Susanna Fairchild, California Territory 1849",11,0
Seeds of time : selections,0,0
Seeds sprout!,2,0
"Seeds, stems, and stamens : the ways plants fit into their world",2,0
Seeing in living things,0,0
Seeing seabirds,9,2
The seeing stone,6,0
The seer of shadows,8,0
Sees Behind Trees,0,0
[Sekai de ichiban mazushi daitoryo kara kimi e],0,0
[Sekai no umi sen'ichi no sagashimono],0,0
Select,0,0
Selena the sleepover fairy,103,7
Selina and the bear paw quilt,0,0
La semana de Cookie,14,1
Sembrando historias : Pura Belpré: bibliotecaria y narradora de cuentos,3,2
La semilla de zanahoria,7,0
Semillas,0,0
The Seminole Indians,0,0
Seminole Indians,1,0
Senegal,0,0
Senegal,1,0
El Senor de los ladrones,7,1
Señorita Gordita,37,0
La senorita Lulu no sabe ni la u!,1,0
La señorita Nelson ha desaparecido!,17,1
Sensational science activities with Dr. Zed,0,0
Senses,5,0
Sent,20,0
Los sentidos de los insectos,5,0
Separate is never equal : Sylvia Mendez & her family's fight for desegregation,4,0
The separation,1,0
Serafina and the black cloak,4,1
Serafina's promise,15,2
Sergeant Reckless : the true story of the little horse who became a hero,6,0
Sergio makes a splash!,11,1
The serpent's secret,1,0
The serpent's shadow,42,0
[Sesangwi mank'o manŭn ch'oroktŭl],0,0
Seven blind mice,3,0
Seven brave women,0,0
The seven Chinese brothers,1,0
The seven Chinese sisters,15,3
Seven-day magic,0,0
The seven days of Kwanzaa,0,0
Seven golden rings : a tale of music and math,3,0
Seven little monsters,6,0
Seven little rabbits,1,0
Seven loaves of bread,3,0
The seven ravens,0,0
The seven seas of Billy's bathtub,0,0
The seven silly eaters,4,0
The seven songs of Merlin,0,0
Seven special somethings : a Nowruz story,2,1
The seventh wish,3,0
The sewer rat stink,16,0
Seya's song,1,0
The Shadewell shenanigans,2,0
Shadow,7,0
The Shadow Children,7,0
Shadow of the shark,31,0
Shadow on the mountain,16,5
The Shadow Throne,4,0
Shadowgate,7,0
The Shadowlands,5,0
The shadows,37,0
Shadows of night : the hidden world of the little brown bat,4,1
Shadows of Sherwood : a Robyn Hoodlum adventure,13,0
Shadowville,0,1
The Shakespeare stealer,2,0
Shakespeare's secret,1,0
Shaking things up : 14 young women who changed the world,1,0
Shampoodle,21,0
The shamrock scare,49,5
Shannon the ocean fairy,107,1
Shantorian,9,0
The shape of me and other stuff,5,0
The shape of things,20,3
Shapes,5,1
"Shapes, shapes, shapes",5,1
Share a scare : writing your own scary story,8,0
Sharing time troubles,10,1
Shark,0,0
Shark,23,0
Shark and ray,11,0
Shark attack,9,3
Shark attack!,12,0
Shark attack!,14,2
Shark beneath the reef,0,0
The shark god,0,0
Shark lady : the true story of how Eugenie Clark became the ocean's most fearless scientist,1,0
The shark : silent hunter,14,0
Shark vs. train,39,0
Sharks,3,0
Sharks,6,0
Sharks,6,1
Sharks,8,3
Sharks,12,0
Sharks!,14,1
Sharks,34,0
Sharks and other dangerous fish,22,0
Sharks : nature's perfect hunter,4,0
Sharuko : el arqueólogo Peruano / Peruvian archaeologist Julio C. Tello,0,0
The shattered helmet,0,0
The shattering,2,0
Shawn loves sharks,1,0
The Shawnee,0,0
She never looked back : Margaret Mead in Samoa,0,0
She persisted : 13 American women who changed the world,3,0
She persisted around the world : 13 women who changed the world,2,0
Sheep in a jeep,13,3
Sheep in wolves' clothing,5,0
Sheep to sweater,3,0
Sheepish : (wolf under cover),1,0
"Sheila Rae, the brave",1,1
The shelf-paper jungle,2,0
Shell,10,0
Shell quest,5,1
Shelter dogs : amazing stories of adopted strays,6,0
Shelter Pet Squad: Jelly Bean,49,0
"Shelters, from tepee to igloo",0,0
Sherlock Chick and the peekaboo mystery,1,0
The Sherluck Bones mystery-detective book,0,0
She's got this,20,0
Shh! we're writing the Constitution,0,0
The Shifting Sands,3,0
Shiloh,5,1
Shiloh season,1,0
Shine of the silver dragon,24,2
The shining princess and other Japanese legends,0,0
Shining star : the Anna May Wong story,5,0
The Ship of the Dead,6,0
Ships up close,25,0
Shipwreck at the bottom of the world : the extraordinary true story of Shackleton and the Endurance,0,0
Shipwreck on the Pirate Islands,53,0
Shipwrecked : the true adventures of a Japanese boy,0,0
Shipwrecks,1,0
Shiver me letters : a pirate ABC,8,0
The Shivers in the fridge,25,2
"Shocking science : 5,000 years of mishaps and misunderstands",3,0
"The shocking world of electricity with Max Axiom, super scientist",29,1
Shoeless Joe & Black Betsy,0,0
Shoeless Joe & me : a baseball card adventure,1,0
Shoo Fly Guy,46,0
Shooting Kabul,4,1
The shooting star,12,0
Shooting stars : the women of pro basketball,5,0
Short,3,0
Short & shivery : thirty chilling tales,12,0
Shortcut,0,0
Should I share my ice cream?,141,10
Shouting,0,0
Shouting at the rain,2,0
Show me a sign,2,2
Show me a sign,3,0
Show me reptiles : my first picture encyclopedia,3,0
Show me the money,10,0
Shredderman: Secret identity,1,0
Shrek!,2,0
Si el mundo fuera una aldea : un libro acerca de los habitantes de la Tierra,5,1
Si le das un panecillo a un alce,15,1
Si le das un panqueque a una cerdita,28,2
Si le haces una fiesta a una cerdita,69,0
"Si, puedes",2,0
Siamese cats,16,0
Siberian huskies,20,1
Siberian tigers,18,0
A sick day for Amos McGee,16,0
Sick Simon,25,1
Sid the squid and the search for the perfect job,13,0
Side by side : five favorite picture-book teams go to work,0,0
Side by side : the story of Dolores Huerta and Cesar Chavez = Lado a lado : la historia de Dolores Huerta y César Chávez,2,1
Sidekicks,41,1
Sidewalk circus,1,0
Sidewalk games,0,0
Sideways arithmetic from Wayside School,4,0
Sideways stories from Wayside School,50,1
The siege,4,0
Siege! : can you capture a castle?,4,0
Sienna the Saturday fairy,97,0
